question,file_a,file_b,jaccard_k_shingles,cosine_tokens
3,q3_amfgs.c,q3_lgof.c,0.148594,0.938847
3,q3_amfgs.c,q3_lrvo.c,0.080153,0.931304
3,q3_amfgs.c,q3_mahf.c,0.209402,0.958958
3,q3_amfgs.c,q3_maolf.c,0.222727,0.928442
3,q3_amfgs.c,q3_meso.c,0.117647,0.905278
3,q3_amfgs.c,q3_mfpc.c,0.163180,0.943256
3,q3_amfgs.c,q3_mgfm.c,0.166667,0.953327
3,q3_amfgs.c,q3_mmrm.c,0.098814,0.936559
3,q3_amfgs.c,q3_mtd.c,0.213115,0.949975
3,q3_amfgs.c,q3_rvm2.c,0.114504,0.950783
3,q3_amfgs.c,q3_smbsa.c,0.177305,0.949654
3,q3_amfgs.c,q3_vgjda2.c,0.179916,0.941332
3,q3_amfgs.c,q3_wmsn.c,0.118519,0.941199
3,q3_argmq.c,q3_barlf.c,0.158654,0.935702
3,q3_argmq.c,q3_bgnp.c,0.117409,0.942086
3,q3_argmq.c,q3_bpol.c,0.000000,0.000000
3,q3_argmq.c,q3_bssah.c,0.158654,0.978168
3,q3_argmq.c,q3_chccp.c,0.286458,0.979796
3,q3_argmq.c,q3_dfm.c,0.060109,0.857653
3,q3_argmq.c,q3_dgsx.c,0.200000,0.925762
3,q3_argmq.c,q3_dlc.c,0.000000,0.000000
3,q3_argmq.c,q3_dsob.c,0.034314,0.868979
3,q3_argmq.c,q3_fal.c,0.125604,0.938284
3,q3_argmq.c,q3_fcs.c,0.221649,0.975925
3,q3_argmq.c,q3_fem.c,0.177570,0.971166
3,q3_argmq.c,q3_gtc.c,0.151376,0.937603
3,q3_argmq.c,q3_igds.c,0.107623,0.916587
3,q3_argmq.c,q3_jagd.c,0.000000,0.000000
3,q3_argmq.c,q3_jcvg.c,0.176991,0.945289
3,q3_argmq.c,q3_jppp.c,0.128571,0.935864
3,q3_argmq.c,q3_lbas2.c,0.322222,0.990464
3,q3_argmq.c,q3_lgof.c,0.472727,0.960277
3,q3_argmq.c,q3_lrvo.c,0.237113,0.980145
3,q3_argmq.c,q3_mahf.c,0.481481,0.994833
3,q3_argmq.c,q3_maolf.c,0.321637,0.978639
3,q3_argmq.c,q3_meso.c,0.095023,0.929272
3,q3_argmq.c,q3_mfpc.c,0.291209,0.971710
3,q3_argmq.c,q3_mgfm.c,0.311828,0.949871
3,q3_argmq.c,q3_mmrm.c,0.140777,0.950649
3,q3_argmq.c,q3_mtd.c,0.187793,0.968413
3,q3_argmq.c,q3_rvm2.c,0.214634,0.968556
3,q3_argmq.c,q3_smbsa.c,0.111538,0.926013
3,q3_argmq.c,q3_vgjda2.c,0.422619,0.992693
3,q3_argmq.c,q3_wmsn.c,0.151111,0.950018
3,q3_barlf.c,q3_bgnp.c,0.107143,0.915585
3,q3_barlf.c,q3_bpol.c,0.000000,0.000000
3,q3_barlf.c,q3_bssah.c,0.190244,0.931452
3,q3_barlf.c,q3_chccp.c,0.152074,0.917904
3,q3_barlf.c,q3_dfm.c,0.064865,0.807701
3,q3_barlf.c,q3_dgsx.c,0.380682,0.988641
3,q3_barlf.c,q3_dlc.c,0.000000,0.000000
3,q3_barlf.c,q3_dsob.c,0.033816,0.833855
3,q3_barlf.c,q3_fal.c,0.072727,0.880519
3,q3_barlf.c,q3_fcs.c,0.148325,0.923649
3,q3_barlf.c,q3_fem.c,0.208531,0.950249
3,q3_barlf.c,q3_gtc.c,0.358289,0.980939
3,q3_barlf.c,q3_igds.c,0.136364,0.967379
3,q3_barlf.c,q3_jagd.c,0.000000,0.000000
3,q3_barlf.c,q3_jcvg.c,0.169565,0.963725
3,q3_barlf.c,q3_jppp.c,0.071429,0.880755
3,q3_barlf.c,q3_lbas2.c,0.158654,0.925338
3,q3_barlf.c,q3_lgof.c,0.160377,0.933326
3,q3_barlf.c,q3_lrvo.c,0.094595,0.944612
3,q3_barlf.c,q3_mahf.c,0.130233,0.936626
3,q3_barlf.c,q3_maolf.c,0.224599,0.934602
3,q3_barlf.c,q3_meso.c,0.108597,0.891867
3,q3_barlf.c,q3_mfpc.c,0.149758,0.926002
3,q3_barlf.c,q3_mgfm.c,0.187500,0.964151
3,q3_barlf.c,q3_mmrm.c,0.072072,0.898900
3,q3_barlf.c,q3_mtd.c,0.142857,0.904654
3,q3_barlf.c,q3_rvm2.c,0.120000,0.931697
3,q3_barlf.c,q3_smbsa.c,0.154150,0.932251
3,q3_barlf.c,q3_vgjda2.c,0.146919,0.929575
3,q3_barlf.c,q3_wmsn.c,0.190909,0.949280
3,q3_bgnp.c,q3_bpol.c,0.000000,0.000000
3,q3_bgnp.c,q3_bssah.c,0.202586,0.949671
3,q3_bgnp.c,q3_chccp.c,0.122047,0.960698
3,q3_bgnp.c,q3_dfm.c,0.035714,0.796720
3,q3_bgnp.c,q3_dgsx.c,0.112000,0.925416
3,q3_bgnp.c,q3_dlc.c,0.000000,0.000000
3,q3_bgnp.c,q3_dsob.c,0.028926,0.831718
3,q3_bgnp.c,q3_fal.c,0.075397,0.930657
3,q3_bgnp.c,q3_fcs.c,0.195652,0.957421
3,q3_bgnp.c,q3_fem.c,0.119691,0.949388
3,q3_bgnp.c,q3_gtc.c,0.137795,0.931969
3,q3_bgnp.c,q3_igds.c,0.055556,0.908073
3,q3_bgnp.c,q3_jagd.c,0.000000,0.000000
3,q3_bgnp.c,q3_jcvg.c,0.105455,0.927502
3,q3_bgnp.c,q3_jppp.c,0.061776,0.919570
3,q3_bgnp.c,q3_lbas2.c,0.117409,0.945552
3,q3_bgnp.c,q3_lgof.c,0.084942,0.884461
3,q3_bgnp.c,q3_lrvo.c,0.077519,0.931053
3,q3_bgnp.c,q3_mahf.c,0.134694,0.946018
3,q3_bgnp.c,q3_maolf.c,0.118644,0.910932
3,q3_bgnp.c,q3_meso.c,0.102362,0.902101
3,q3_bgnp.c,q3_mfpc.c,0.109756,0.958568
3,q3_bgnp.c,q3_mgfm.c,0.137097,0.900680
3,q3_bgnp.c,q3_mmrm.c,0.062257,0.926812
3,q3_bgnp.c,q3_mtd.c,0.150198,0.955317
3,q3_bgnp.c,q3_rvm2.c,0.138889,0.972616
3,q3_bgnp.c,q3_smbsa.c,0.197802,0.975402
3,q3_bgnp.c,q3_vgjda2.c,0.130612,0.953798
3,q3_bgnp.c,q3_wmsn.c,0.133588,0.947277
3,q3_bpol.c,q3_bssah.c,0.000000,0.000000
3,q3_bpol.c,q3_chccp.c,0.000000,0.000000
3,q3_bpol.c,q3_dfm.c,0.000000,0.000000
3,q3_bpol.c,q3_dgsx.c,0.000000,0.000000
3,q3_bpol.c,q3_dlc.c,1.000000,1.000000
3,q3_bpol.c,q3_dsob.c,0.000000,0.000000
3,q3_bpol.c,q3_fal.c,0.000000,0.000000
3,q3_bpol.c,q3_fcs.c,0.000000,0.000000
3,q3_bpol.c,q3_fem.c,0.000000,0.000000
3,q3_bpol.c,q3_gtc.c,0.000000,0.000000
3,q3_bpol.c,q3_igds.c,0.000000,0.000000
3,q3_bpol.c,q3_jagd.c,1.000000,1.000000
3,q3_bpol.c,q3_jcvg.c,0.000000,0.000000
3,q3_bpol.c,q3_jppp.c,0.000000,0.000000
3,q3_bpol.c,q3_lbas2.c,0.000000,0.000000
3,q3_bpol.c,q3_lgof.c,0.000000,0.000000
3,q3_bpol.c,q3_lrvo.c,0.000000,0.000000
3,q3_bpol.c,q3_mahf.c,0.000000,0.000000
3,q3_bpol.c,q3_maolf.c,0.000000,0.000000
3,q3_bpol.c,q3_meso.c,0.000000,0.000000
3,q3_bpol.c,q3_mfpc.c,0.000000,0.000000
3,q3_bpol.c,q3_mgfm.c,0.000000,0.000000
3,q3_bpol.c,q3_mmrm.c,0.000000,0.000000
3,q3_bpol.c,q3_mtd.c,0.000000,0.000000
3,q3_bpol.c,q3_rvm2.c,0.000000,0.000000
3,q3_bpol.c,q3_smbsa.c,0.000000,0.000000
3,q3_bpol.c,q3_vgjda2.c,0.000000,0.000000
3,q3_bpol.c,q3_wmsn.c,0.000000,0.000000
3,q3_bssah.c,q3_chccp.c,0.157407,0.971190
3,q3_bssah.c,q3_dfm.c,0.053476,0.815786
3,q3_bssah.c,q3_dgsx.c,0.173913,0.928453
3,q3_bssah.c,q3_dlc.c,0.000000,0.000000
3,q3_bssah.c,q3_dsob.c,0.033816,0.836886
3,q3_bssah.c,q3_fal.c,0.087558,0.927494
3,q3_bssah.c,q3_fcs.c,0.263158,0.991167
3,q3_bssah.c,q3_fem.c,0.175115,0.963777
3,q3_bssah.c,q3_gtc.c,0.233010,0.953077
3,q3_bssah.c,q3_igds.c,0.086957,0.913197
3,q3_bssah.c,q3_jagd.c,0.000000,0.000000
3,q3_bssah.c,q3_jcvg.c,0.169565,0.933544
3,q3_bssah.c,q3_jppp.c,0.159420,0.937628
3,q3_bssah.c,q3_lbas2.c,0.235897,0.979502
3,q3_bssah.c,q3_lgof.c,0.108108,0.909741
3,q3_bssah.c,q3_lrvo.c,0.119816,0.962672
3,q3_bssah.c,q3_mahf.c,0.157143,0.977079
3,q3_bssah.c,q3_maolf.c,0.156566,0.940539
3,q3_bssah.c,q3_meso.c,0.206897,0.902897
3,q3_bssah.c,q3_mfpc.c,0.239583,0.986097
3,q3_bssah.c,q3_mgfm.c,0.170616,0.915032
3,q3_bssah.c,q3_mmrm.c,0.172414,0.955306
3,q3_bssah.c,q3_mtd.c,0.185185,0.978640
3,q3_bssah.c,q3_rvm2.c,0.125000,0.976586
3,q3_bssah.c,q3_smbsa.c,0.172691,0.938766
3,q3_bssah.c,q3_vgjda2.c,0.169082,0.981576
3,q3_bssah.c,q3_wmsn.c,0.119658,0.944891
3,q3_chccp.c,q3_dfm.c,0.057292,0.835982
3,q3_chccp.c,q3_dgsx.c,0.152778,0.914932
3,q3_chccp.c,q3_dlc.c,0.000000,0.000000
3,q3_chccp.c,q3_dsob.c,0.032864,0.839768
3,q3_chccp.c,q3_fal.c,0.192118,0.956635
3,q3_chccp.c,q3_fcs.c,0.160377,0.973161
3,q3_chccp.c,q3_fem.c,0.242857,0.975970
3,q3_chccp.c,q3_gtc.c,0.125541,0.932306
3,q3_chccp.c,q3_igds.c,0.103448,0.916385
3,q3_chccp.c,q3_jagd.c,0.000000,0.000000
3,q3_chccp.c,q3_jcvg.c,0.136364,0.933159
3,q3_chccp.c,q3_jppp.c,0.138889,0.938673
3,q3_chccp.c,q3_lbas2.c,0.342391,0.982429
3,q3_chccp.c,q3_lgof.c,0.260000,0.931959
3,q3_chccp.c,q3_lrvo.c,0.111607,0.961650
3,q3_chccp.c,q3_mahf.c,0.208738,0.974370
3,q3_chccp.c,q3_maolf.c,0.236842,0.959692
3,q3_chccp.c,q3_meso.c,0.091304,0.932015
3,q3_chccp.c,q3_mfpc.c,0.190244,0.968373
3,q3_chccp.c,q3_mgfm.c,0.134529,0.918831
3,q3_chccp.c,q3_mmrm.c,0.124424,0.951305
3,q3_chccp.c,q3_mtd.c,0.357513,0.987717
3,q3_chccp.c,q3_rvm2.c,0.264706,0.990709
3,q3_chccp.c,q3_smbsa.c,0.128788,0.948745
3,q3_chccp.c,q3_vgjda2.c,0.209756,0.980168
3,q3_chccp.c,q3_wmsn.c,0.150215,0.972707
3,q3_dfm.c,q3_dgsx.c,0.037037,0.775276
3,q3_dfm.c,q3_dlc.c,0.000000,0.000000
3,q3_dfm.c,q3_dsob.c,0.227941,0.946204
3,q3_dfm.c,q3_fal.c,0.038462,0.805965
3,q3_dfm.c,q3_fcs.c,0.043243,0.819859
3,q3_dfm.c,q3_fem.c,0.050505,0.844168
3,q3_dfm.c,q3_gtc.c,0.040201,0.793838
3,q3_dfm.c,q3_igds.c,0.035714,0.771723
3,q3_dfm.c,q3_jagd.c,0.000000,0.000000
3,q3_dfm.c,q3_jcvg.c,0.047170,0.832286
3,q3_dfm.c,q3_jppp.c,0.037634,0.749772
3,q3_dfm.c,q3_lbas2.c,0.054348,0.850833
3,q3_dfm.c,q3_lgof.c,0.058511,0.819811
3,q3_dfm.c,q3_lrvo.c,0.037037,0.855473
3,q3_dfm.c,q3_mahf.c,0.053763,0.865261
3,q3_dfm.c,q3_maolf.c,0.058140,0.876374
3,q3_dfm.c,q3_meso.c,0.020619,0.753989
3,q3_dfm.c,q3_mfpc.c,0.038043,0.799620
3,q3_dfm.c,q3_mgfm.c,0.092896,0.808977
3,q3_dfm.c,q3_mmrm.c,0.038043,0.776256
3,q3_dfm.c,q3_mtd.c,0.039801,0.790505
3,q3_dfm.c,q3_rvm2.c,0.019900,0.821948
3,q3_dfm.c,q3_smbsa.c,0.029412,0.769217
3,q3_dfm.c,q3_vgjda2.c,0.059783,0.840871
3,q3_dfm.c,q3_wmsn.c,0.038647,0.827484
3,q3_dgsx.c,q3_dlc.c,0.000000,0.000000
3,q3_dgsx.c,q3_dsob.c,0.033981,0.815425
3,q3_dgsx.c,q3_fal.c,0.124402,0.880351
3,q3_dgsx.c,q3_fcs.c,0.189055,0.928968
3,q3_dgsx.c,q3_fem.c,0.186916,0.941706
3,q3_dgsx.c,q3_gtc.c,0.429379,0.981702
3,q3_dgsx.c,q3_igds.c,0.202899,0.970986
3,q3_dgsx.c,q3_jagd.c,0.000000,0.000000
3,q3_dgsx.c,q3_jcvg.c,0.212670,0.961025
3,q3_dgsx.c,q3_jppp.c,0.116822,0.895065
3,q3_dgsx.c,q3_lbas2.c,0.165049,0.927024
3,q3_dgsx.c,q3_lgof.c,0.177885,0.914769
3,q3_dgsx.c,q3_lrvo.c,0.090090,0.927925
3,q3_dgsx.c,q3_mahf.c,0.163462,0.924518
3,q3_dgsx.c,q3_maolf.c,0.187500,0.922710
3,q3_dgsx.c,q3_meso.c,0.145540,0.916701
3,q3_dgsx.c,q3_mfpc.c,0.338983,0.937395
3,q3_dgsx.c,q3_mgfm.c,0.177033,0.940635
3,q3_dgsx.c,q3_mmrm.c,0.128571,0.904244
3,q3_dgsx.c,q3_mtd.c,0.164384,0.906878
3,q3_dgsx.c,q3_rvm2.c,0.172897,0.932801
3,q3_dgsx.c,q3_smbsa.c,0.187755,0.945469
3,q3_dgsx.c,q3_vgjda2.c,0.261780,0.927734
3,q3_dgsx.c,q3_wmsn.c,0.273171,0.952627
3,q3_dlc.c,q3_dsob.c,0.000000,0.000000
3,q3_dlc.c,q3_fal.c,0.000000,0.000000
3,q3_dlc.c,q3_fcs.c,0.000000,0.000000
3,q3_dlc.c,q3_fem.c,0.000000,0.000000
3,q3_dlc.c,q3_gtc.c,0.000000,0.000000
3,q3_dlc.c,q3_igds.c,0.000000,0.000000
3,q3_dlc.c,q3_jagd.c,1.000000,1.000000
3,q3_dlc.c,q3_jcvg.c,0.000000,0.000000
3,q3_dlc.c,q3_jppp.c,0.000000,0.000000
3,q3_dlc.c,q3_lbas2.c,0.000000,0.000000
3,q3_dlc.c,q3_lgof.c,0.000000,0.000000
3,q3_dlc.c,q3_lrvo.c,0.000000,0.000000
3,q3_dlc.c,q3_mahf.c,0.000000,0.000000
3,q3_dlc.c,q3_maolf.c,0.000000,0.000000
3,q3_dlc.c,q3_meso.c,0.000000,0.000000
3,q3_dlc.c,q3_mfpc.c,0.000000,0.000000
3,q3_dlc.c,q3_mgfm.c,0.000000,0.000000
3,q3_dlc.c,q3_mmrm.c,0.000000,0.000000
3,q3_dlc.c,q3_mtd.c,0.000000,0.000000
3,q3_dlc.c,q3_rvm2.c,0.000000,0.000000
3,q3_dlc.c,q3_smbsa.c,0.000000,0.000000
3,q3_dlc.c,q3_vgjda2.c,0.000000,0.000000
3,q3_dlc.c,q3_wmsn.c,0.000000,0.000000
3,q3_dsob.c,q3_fal.c,0.035176,0.815938
3,q3_dsob.c,q3_fcs.c,0.034483,0.847306
3,q3_dsob.c,q3_fem.c,0.056338,0.851601
3,q3_dsob.c,q3_gtc.c,0.032258,0.835406
3,q3_dsob.c,q3_igds.c,0.032864,0.824076
3,q3_dsob.c,q3_jagd.c,0.000000,0.000000
3,q3_dsob.c,q3_jcvg.c,0.052863,0.875867
3,q3_dsob.c,q3_jppp.c,0.034483,0.802459
3,q3_dsob.c,q3_lbas2.c,0.034314,0.863858
3,q3_dsob.c,q3_lgof.c,0.033493,0.840516
3,q3_dsob.c,q3_lrvo.c,0.039024,0.859066
3,q3_dsob.c,q3_mahf.c,0.033981,0.883787
3,q3_dsob.c,q3_maolf.c,0.036458,0.879544
3,q3_dsob.c,q3_meso.c,0.014151,0.795997
3,q3_dsob.c,q3_mfpc.c,0.034826,0.833919
3,q3_dsob.c,q3_mgfm.c,0.038278,0.837381
3,q3_dsob.c,q3_mmrm.c,0.034826,0.819020
3,q3_dsob.c,q3_mtd.c,0.031963,0.803603
3,q3_dsob.c,q3_rvm2.c,0.013699,0.842650
3,q3_dsob.c,q3_smbsa.c,0.027451,0.812868
3,q3_dsob.c,q3_vgjda2.c,0.034146,0.861069
3,q3_dsob.c,q3_wmsn.c,0.031111,0.836959
3,q3_fal.c,q3_fcs.c,0.094340,0.935269
3,q3_fal.c,q3_fem.c,0.117647,0.928692
3,q3_fal.c,q3_gtc.c,0.078947,0.897946
3,q3_fal.c,q3_igds.c,0.273684,0.914270
3,q3_fal.c,q3_jagd.c,0.000000,0.000000
3,q3_fal.c,q3_jcvg.c,0.074074,0.886657
3,q3_fal.c,q3_jppp.c,0.240642,0.959398
3,q3_fal.c,q3_lbas2.c,0.099057,0.924883
3,q3_fal.c,q3_lgof.c,0.072072,0.894761
3,q3_fal.c,q3_lrvo.c,0.068182,0.923785
3,q3_fal.c,q3_mahf.c,0.082949,0.933857
3,q3_fal.c,q3_maolf.c,0.099502,0.917207
3,q3_fal.c,q3_meso.c,0.092166,0.893094
3,q3_fal.c,q3_mfpc.c,0.127451,0.930734
3,q3_fal.c,q3_mgfm.c,0.076577,0.895601
3,q3_fal.c,q3_mmrm.c,0.329480,0.968212
3,q3_fal.c,q3_mtd.c,0.169811,0.953929
3,q3_fal.c,q3_rvm2.c,0.277487,0.956041
3,q3_fal.c,q3_smbsa.c,0.079848,0.920354
3,q3_fal.c,q3_vgjda2.c,0.119617,0.946652
3,q3_fal.c,q3_wmsn.c,0.133929,0.923128
3,q3_fcs.c,q3_fem.c,0.167442,0.957076
3,q3_fcs.c,q3_gtc.c,0.302083,0.952947
3,q3_fcs.c,q3_igds.c,0.083700,0.919982
3,q3_fcs.c,q3_jagd.c,0.000000,0.000000
3,q3_fcs.c,q3_jcvg.c,0.199095,0.937247
3,q3_fcs.c,q3_jppp.c,0.174129,0.953560
3,q3_fcs.c,q3_lbas2.c,0.288043,0.984186
3,q3_fcs.c,q3_lgof.c,0.110092,0.910369
3,q3_fcs.c,q3_lrvo.c,0.111628,0.952416
3,q3_fcs.c,q3_mahf.c,0.219388,0.976872
3,q3_fcs.c,q3_maolf.c,0.184211,0.944775
3,q3_fcs.c,q3_meso.c,0.229592,0.923271
3,q3_fcs.c,q3_mfpc.c,0.426829,0.991523
3,q3_fcs.c,q3_mgfm.c,0.157143,0.910074
3,q3_fcs.c,q3_mmrm.c,0.170000,0.964450
3,q3_fcs.c,q3_mtd.c,0.247525,0.969142
3,q3_fcs.c,q3_rvm2.c,0.175355,0.979192
3,q3_fcs.c,q3_smbsa.c,0.205021,0.947119
3,q3_fcs.c,q3_vgjda2.c,0.246073,0.988151
3,q3_fcs.c,q3_wmsn.c,0.172727,0.948510
3,q3_fem.c,q3_gtc.c,0.221198,0.954705
3,q3_fem.c,q3_igds.c,0.120172,0.933521
3,q3_fem.c,q3_jagd.c,0.000000,0.000000
3,q3_fem.c,q3_jcvg.c,0.261261,0.964658
3,q3_fem.c,q3_jppp.c,0.086580,0.920663
3,q3_fem.c,q3_lbas2.c,0.260000,0.969945
3,q3_fem.c,q3_lgof.c,0.168182,0.925689
3,q3_fem.c,q3_lrvo.c,0.165138,0.971895
3,q3_fem.c,q3_mahf.c,0.144144,0.969399
3,q3_fem.c,q3_maolf.c,0.200000,0.954037
3,q3_fem.c,q3_meso.c,0.137778,0.911072
3,q3_fem.c,q3_mfpc.c,0.147465,0.949793
3,q3_fem.c,q3_mgfm.c,0.151786,0.941349
3,q3_fem.c,q3_mmrm.c,0.087336,0.930489
3,q3_fem.c,q3_mtd.c,0.197309,0.964197
3,q3_fem.c,q3_rvm2.c,0.148472,0.975154
3,q3_fem.c,q3_smbsa.c,0.113971,0.929634
3,q3_fem.c,q3_vgjda2.c,0.150000,0.968892
3,q3_fem.c,q3_wmsn.c,0.151899,0.976884
3,q3_gtc.c,q3_igds.c,0.209302,0.976073
3,q3_gtc.c,q3_jagd.c,0.000000,0.000000
3,q3_gtc.c,q3_jcvg.c,0.192308,0.972265
3,q3_gtc.c,q3_jppp.c,0.082251,0.913779
3,q3_gtc.c,q3_lbas2.c,0.195238,0.941894
3,q3_gtc.c,q3_lgof.c,0.122807,0.908442
3,q3_gtc.c,q3_lrvo.c,0.085837,0.940907
3,q3_gtc.c,q3_mahf.c,0.150000,0.938939
3,q3_gtc.c,q3_maolf.c,0.171569,0.931542
3,q3_gtc.c,q3_meso.c,0.335079,0.915905
3,q3_gtc.c,q3_mfpc.c,0.153488,0.942525
3,q3_gtc.c,q3_mgfm.c,0.157658,0.935132
3,q3_gtc.c,q3_mmrm.c,0.082969,0.928164
3,q3_gtc.c,q3_mtd.c,0.192825,0.929157
3,q3_gtc.c,q3_rvm2.c,0.134199,0.951828
3,q3_gtc.c,q3_smbsa.c,0.179688,0.944635
3,q3_gtc.c,q3_vgjda2.c,0.166667,0.949476
3,q3_gtc.c,q3_wmsn.c,0.271028,0.961454
3,q3_igds.c,q3_jagd.c,0.000000,0.000000
3,q3_igds.c,q3_jcvg.c,0.074219,0.953626
3,q3_igds.c,q3_jppp.c,0.223881,0.937530
3,q3_igds.c,q3_lbas2.c,0.083333,0.912669
3,q3_igds.c,q3_lgof.c,0.086207,0.920514
3,q3_igds.c,q3_lrvo.c,0.055085,0.923926
3,q3_igds.c,q3_mahf.c,0.064103,0.918860
3,q3_igds.c,q3_maolf.c,0.082949,0.927782
3,q3_igds.c,q3_meso.c,0.091304,0.921227
3,q3_igds.c,q3_mfpc.c,0.129630,0.920169
3,q3_igds.c,q3_mgfm.c,0.067511,0.943684
3,q3_igds.c,q3_mmrm.c,0.311828,0.944977
3,q3_igds.c,q3_mtd.c,0.078189,0.904458
3,q3_igds.c,q3_rvm2.c,0.097872,0.934869
3,q3_igds.c,q3_smbsa.c,0.053004,0.939902
3,q3_igds.c,q3_vgjda2.c,0.097345,0.923309
3,q3_igds.c,q3_wmsn.c,0.175439,0.944973
3,q3_jagd.c,q3_jcvg.c,0.000000,0.000000
3,q3_jagd.c,q3_jppp.c,0.000000,0.000000
3,q3_jagd.c,q3_lbas2.c,0.000000,0.000000
3,q3_jagd.c,q3_lgof.c,0.000000,0.000000
3,q3_jagd.c,q3_lrvo.c,0.000000,0.000000
3,q3_jagd.c,q3_mahf.c,0.000000,0.000000
3,q3_jagd.c,q3_maolf.c,0.000000,0.000000
3,q3_jagd.c,q3_meso.c,0.000000,0.000000
3,q3_jagd.c,q3_mfpc.c,0.000000,0.000000
3,q3_jagd.c,q3_mgfm.c,0.000000,0.000000
3,q3_jagd.c,q3_mmrm.c,0.000000,0.000000
3,q3_jagd.c,q3_mtd.c,0.000000,0.000000
3,q3_jagd.c,q3_rvm2.c,0.000000,0.000000
3,q3_jagd.c,q3_smbsa.c,0.000000,0.000000
3,q3_jagd.c,q3_vgjda2.c,0.000000,0.000000
3,q3_jagd.c,q3_wmsn.c,0.000000,0.000000
3,q3_jcvg.c,q3_jppp.c,0.077236,0.897360
3,q3_jcvg.c,q3_lbas2.c,0.237209,0.950293
3,q3_jcvg.c,q3_lgof.c,0.119835,0.934364
3,q3_jcvg.c,q3_lrvo.c,0.160173,0.942350
3,q3_jcvg.c,q3_mahf.c,0.185841,0.953276
3,q3_jcvg.c,q3_maolf.c,0.159817,0.950727
3,q3_jcvg.c,q3_meso.c,0.129707,0.929193
3,q3_jcvg.c,q3_mfpc.c,0.184685,0.925457
3,q3_jcvg.c,q3_mgfm.c,0.152542,0.950662
3,q3_jcvg.c,q3_mmrm.c,0.077869,0.906335
3,q3_jcvg.c,q3_mtd.c,0.137652,0.914576
3,q3_jcvg.c,q3_rvm2.c,0.103586,0.937658
3,q3_jcvg.c,q3_smbsa.c,0.120141,0.927535
3,q3_jcvg.c,q3_vgjda2.c,0.219178,0.947957
3,q3_jcvg.c,q3_wmsn.c,0.108108,0.964432
3,q3_jppp.c,q3_lbas2.c,0.112676,0.930436
3,q3_jppp.c,q3_lgof.c,0.070796,0.891610
3,q3_jppp.c,q3_lrvo.c,0.071749,0.915903
3,q3_jppp.c,q3_mahf.c,0.086364,0.938242
3,q3_jppp.c,q3_maolf.c,0.092233,0.907797
3,q3_jppp.c,q3_meso.c,0.095455,0.913388
3,q3_jppp.c,q3_mfpc.c,0.238095,0.954843
3,q3_jppp.c,q3_mgfm.c,0.080000,0.900237
3,q3_jppp.c,q3_mmrm.c,0.708029,0.994895
3,q3_jppp.c,q3_mtd.c,0.095652,0.940947
3,q3_jppp.c,q3_rvm2.c,0.112108,0.949482
3,q3_jppp.c,q3_smbsa.c,0.090909,0.923686
3,q3_jppp.c,q3_vgjda2.c,0.127962,0.950435
3,q3_jppp.c,q3_wmsn.c,0.066116,0.910822
3,q3_lbas2.c,q3_lgof.c,0.197044,0.941223
3,q3_lbas2.c,q3_lrvo.c,0.132075,0.968109
3,q3_lbas2.c,q3_mahf.c,0.290323,0.984155
3,q3_lbas2.c,q3_maolf.c,0.353293,0.976934
3,q3_lbas2.c,q3_meso.c,0.241026,0.949128
3,q3_lbas2.c,q3_mfpc.c,0.236842,0.975843
3,q3_lbas2.c,q3_mgfm.c,0.145540,0.919461
3,q3_lbas2.c,q3_mmrm.c,0.113744,0.942330
3,q3_lbas2.c,q3_mtd.c,0.310881,0.968509
3,q3_lbas2.c,q3_rvm2.c,0.116592,0.971111
3,q3_lbas2.c,q3_smbsa.c,0.124514,0.931168
3,q3_lbas2.c,q3_vgjda2.c,0.271277,0.991356
3,q3_lbas2.c,q3_wmsn.c,0.106838,0.960214
3,q3_lgof.c,q3_lrvo.c,0.189320,0.939166
3,q3_lgof.c,q3_mahf.c,0.303191,0.955799
3,q3_lgof.c,q3_maolf.c,0.358824,0.975144
3,q3_lgof.c,q3_meso.c,0.078603,0.931213
3,q3_lgof.c,q3_mfpc.c,0.137441,0.912818
3,q3_lgof.c,q3_mgfm.c,0.406780,0.970892
3,q3_lgof.c,q3_mmrm.c,0.066667,0.907843
3,q3_lgof.c,q3_mtd.c,0.126638,0.903630
3,q3_lgof.c,q3_rvm2.c,0.175926,0.907593
3,q3_lgof.c,q3_smbsa.c,0.088889,0.904472
3,q3_lgof.c,q3_vgjda2.c,0.190244,0.939178
3,q3_lgof.c,q3_wmsn.c,0.183857,0.921714
3,q3_lrvo.c,q3_mahf.c,0.192118,0.976409
3,q3_lrvo.c,q3_maolf.c,0.163265,0.966471
3,q3_lrvo.c,q3_meso.c,0.089286,0.894914
3,q3_lrvo.c,q3_mfpc.c,0.107477,0.945456
3,q3_lrvo.c,q3_mgfm.c,0.230000,0.945598
3,q3_lrvo.c,q3_mmrm.c,0.072398,0.934390
3,q3_lrvo.c,q3_mtd.c,0.089744,0.949278
3,q3_lrvo.c,q3_rvm2.c,0.135747,0.957875
3,q3_lrvo.c,q3_smbsa.c,0.065934,0.911725
3,q3_lrvo.c,q3_vgjda2.c,0.158654,0.970353
3,q3_lrvo.c,q3_wmsn.c,0.078512,0.945510
3,q3_mahf.c,q3_maolf.c,0.317919,0.970938
3,q3_mahf.c,q3_meso.c,0.089286,0.915277
3,q3_mahf.c,q3_mfpc.c,0.190955,0.972980
3,q3_mahf.c,q3_mgfm.c,0.308511,0.958916
