question,file_a,file_b,jaccard_k_shingles,cosine_tokens
3,q3_mahf.c,q3_mmrm.c,0.087156,0.951893
3,q3_mahf.c,q3_mtd.c,0.225962,0.960079
3,q3_mahf.c,q3_rvm2.c,0.183962,0.968760
3,q3_mahf.c,q3_smbsa.c,0.119231,0.930798
3,q3_mahf.c,q3_vgjda2.c,0.302703,0.987493
3,q3_mahf.c,q3_wmsn.c,0.125000,0.947691
3,q3_maolf.c,q3_meso.c,0.204188,0.951074
3,q3_maolf.c,q3_mfpc.c,0.149485,0.935092
3,q3_maolf.c,q3_mgfm.c,0.274725,0.944533
3,q3_maolf.c,q3_mmrm.c,0.093137,0.925534
3,q3_maolf.c,q3_mtd.c,0.205000,0.931336
3,q3_maolf.c,q3_rvm2.c,0.234375,0.938584
3,q3_maolf.c,q3_smbsa.c,0.139918,0.912402
3,q3_maolf.c,q3_vgjda2.c,0.240437,0.969226
3,q3_maolf.c,q3_wmsn.c,0.154206,0.949170
3,q3_meso.c,q3_mfpc.c,0.101382,0.921697
3,q3_meso.c,q3_mgfm.c,0.107143,0.883986
3,q3_meso.c,q3_mmrm.c,0.096330,0.912730
3,q3_meso.c,q3_mtd.c,0.132159,0.918570
3,q3_meso.c,q3_rvm2.c,0.150000,0.912861
3,q3_meso.c,q3_smbsa.c,0.126923,0.918693
3,q3_meso.c,q3_vgjda2.c,0.104545,0.939052
3,q3_meso.c,q3_wmsn.c,0.105042,0.935496
3,q3_mfpc.c,q3_mgfm.c,0.136792,0.914841
3,q3_mfpc.c,q3_mmrm.c,0.281768,0.962775
3,q3_mfpc.c,q3_mtd.c,0.162791,0.967804
3,q3_mfpc.c,q3_rvm2.c,0.149533,0.976606
3,q3_mfpc.c,q3_smbsa.c,0.196653,0.958356
3,q3_mfpc.c,q3_vgjda2.c,0.318436,0.976001
3,q3_mfpc.c,q3_wmsn.c,0.122807,0.942445
3,q3_mgfm.c,q3_mmrm.c,0.080717,0.913256
3,q3_mgfm.c,q3_mtd.c,0.135965,0.897365
3,q3_mgfm.c,q3_rvm2.c,0.186047,0.917663
3,q3_mgfm.c,q3_smbsa.c,0.143411,0.910167
3,q3_mgfm.c,q3_vgjda2.c,0.183575,0.932245
3,q3_mgfm.c,q3_wmsn.c,0.157205,0.923503
3,q3_mmrm.c,q3_mtd.c,0.096491,0.954226
3,q3_mmrm.c,q3_rvm2.c,0.123288,0.960409
3,q3_mmrm.c,q3_smbsa.c,0.100000,0.932687
3,q3_mmrm.c,q3_vgjda2.c,0.151220,0.961620
3,q3_mmrm.c,q3_wmsn.c,0.075630,0.918658
3,q3_mtd.c,q3_rvm2.c,0.205479,0.983418
3,q3_mtd.c,q3_smbsa.c,0.147170,0.942256
3,q3_mtd.c,q3_vgjda2.c,0.209524,0.971828
3,q3_mtd.c,q3_wmsn.c,0.156118,0.955653
3,q3_rvm2.c,q3_smbsa.c,0.127820,0.961909
3,q3_rvm2.c,q3_vgjda2.c,0.173709,0.975741
3,q3_rvm2.c,q3_wmsn.c,0.244240,0.973154
3,q3_smbsa.c,q3_vgjda2.c,0.124031,0.931540
3,q3_smbsa.c,q3_wmsn.c,0.099291,0.953060
3,q3_vgjda2.c,q3_wmsn.c,0.155556,0.953330
