question,file_a,file_b,score,jaccard,control,idents,loops,calls
1,q1_bgnp.c,q1_mfpc.c,0.600263,0.263158,1.000000,0.300000,1.000000,1.000000
1,q1_mmrm.c,q1_smbsa.c,0.600000,0.236842,1.000000,0.368421,1.000000,1.000000
1,q1_bssah.c,q1_rvm2.c,0.599277,0.196721,1.000000,0.470588,1.000000,1.000000
1,q1_jppp.c,q1_lgof.c,0.599221,0.196581,1.000000,0.470588,1.000000,1.000000
1,q1_rvm2.c,q1_smbsa.c,0.599202,0.260504,1.000000,0.300000,1.000000,1.000000
1,q1_argmq.c,q1_lbas2.c,0.598840,0.264957,1.000000,0.285714,1.000000,1.000000
1,q1_barlf.c,q1_lrvo.c,0.598361,0.245902,1.000000,0.333333,1.000000,1.000000
1,q1_lbas2.c,q1_lgof.c,0.598269,0.252252,1.000000,0.315789,1.000000,1.000000
1,q1_argmq.c,q1_jppp.c,0.597942,0.262712,1.000000,0.285714,1.000000,1.000000
1,q1_afo.c,q1_jppp.c,0.597368,0.250000,1.000000,0.315789,1.000000,1.000000
1,q1_fal.c,q1_lrvo.c,0.597339,0.201681,1.000000,0.444444,1.000000,1.000000
1,q1_dfm.c,q1_mmrm.c,0.597097,0.217742,1.000000,0.400000,1.000000,1.000000
1,q1_argmq.c,q1_vgjda2.c,0.596000,0.240000,1.000000,0.333333,1.000000,1.000000
1,q1_amfgs.c,q1_maolf.c,0.595888,0.226562,1.000000,0.368421,1.000000,1.000000
1,q1_dgsx.c,q1_mgfm.c,0.595517,0.163793,1.000000,0.533333,1.000000,1.000000
1,q1_bgnp.c,q1_maolf.c,0.595374,0.088435,1.000000,0.733333,1.000000,1.000000
1,q1_fem.c,q1_jppp.c,0.593797,0.241071,1.000000,0.315789,1.000000,1.000000
1,q1_fal.c,q1_meso.c,0.593361,0.245902,1.000000,0.300000,1.000000,1.000000
1,q1_fal.c,q1_mahf.c,0.593002,0.181034,1.000000,0.470588,1.000000,1.000000
1,q1_amfgs.c,q1_argmq.c,0.592800,0.232000,1.000000,0.333333,1.000000,1.000000
1,q1_argmq.c,q1_jcvg.c,0.592800,0.232000,1.000000,0.333333,1.000000,1.000000
1,q1_fal.c,q1_igds.c,0.592781,0.238532,1.000000,0.315789,1.000000,1.000000
1,q1_dfm.c,q1_lgof.c,0.592548,0.254098,1.000000,0.272727,1.000000,1.000000
1,q1_meso.c,q1_mmrm.c,0.591663,0.216000,1.000000,0.368421,1.000000,1.000000
1,q1_argmq.c,q1_dfm.c,0.591187,0.165468,1.000000,0.500000,1.000000,1.000000
1,q1_chccp.c,q1_dfm.c,0.589270,0.245902,1.000000,0.272727,1.000000,1.000000
1,q1_maolf.c,q1_wmsn.c,0.587706,0.206107,1.000000,0.368421,1.000000,1.000000
1,q1_jppp.c,q1_mfpc.c,0.587459,0.225225,1.000000,0.315789,1.000000,1.000000
1,q1_bssah.c,q1_meso.c,0.587368,0.225000,1.000000,0.315789,1.000000,1.000000
1,q1_mahf.c,q1_meso.c,0.587368,0.225000,1.000000,0.315789,1.000000,1.000000
1,q1_fal.c,q1_lgof.c,0.587308,0.230769,1.000000,0.300000,1.000000,1.000000
1,q1_chccp.c,q1_maolf.c,0.585625,0.226562,1.000000,0.300000,1.000000,1.000000
1,q1_gtc.c,q1_maolf.c,0.585625,0.226562,1.000000,0.300000,1.000000,1.000000
1,q1_bgnp.c,q1_chccp.c,0.585000,0.225000,1.000000,0.300000,1.000000,1.000000
1,q1_fal.c,q1_lbas2.c,0.584995,0.161017,1.000000,0.470588,1.000000,1.000000
1,q1_lrvo.c,q1_maolf.c,0.584484,0.137681,1.000000,0.529412,1.000000,1.000000
1,q1_bgnp.c,q1_lgof.c,0.584256,0.223140,1.000000,0.300000,1.000000,1.000000
1,q1_argmq.c,q1_gtc.c,0.583709,0.232000,1.000000,0.272727,1.000000,1.000000
1,q1_lgof.c,q1_maolf.c,0.581154,0.215385,1.000000,0.300000,1.000000,1.000000
1,q1_bgnp.c,q1_fal.c,0.580159,0.158730,1.000000,0.444444,1.000000,1.000000
1,q1_maolf.c,q1_mfpc.c,0.580039,0.212598,1.000000,0.300000,1.000000,1.000000
1,q1_lrvo.c,q1_meso.c,0.579682,0.186047,1.000000,0.368421,1.000000,1.000000
1,q1_lbas2.c,q1_meso.c,0.579336,0.204918,1.000000,0.315789,1.000000,1.000000
1,q1_fal.c,q1_wmsn.c,0.579034,0.210084,1.000000,0.300000,1.000000,1.000000
1,q1_barlf.c,q1_jppp.c,0.578808,0.214876,1.000000,0.285714,1.000000,1.000000
1,q1_mmrm.c,q1_rvm2.c,0.577735,0.152672,1.000000,0.444444,1.000000,1.000000
1,q1_lbas2.c,q1_rvm2.c,0.576057,0.196721,1.000000,0.315789,1.000000,1.000000
1,q1_mahf.c,q1_rvm2.c,0.576057,0.196721,1.000000,0.315789,1.000000,1.000000
1,q1_argmq.c,q1_lgof.c,0.575284,0.210938,1.000000,0.272727,1.000000,1.000000
1,q1_argmq.c,q1_mfpc.c,0.574109,0.208000,1.000000,0.272727,1.000000,1.000000
1,q1_dsob.c,q1_jppp.c,0.573303,0.153846,1.000000,0.411765,1.000000,1.000000
1,q1_jppp.c,q1_lrvo.c,0.572582,0.188034,1.000000,0.315789,1.000000,1.000000
1,q1_dsob.c,q1_lrvo.c,0.571945,0.186441,1.000000,0.315789,1.000000,1.000000
1,q1_dsob.c,q1_fal.c,0.571667,0.158333,1.000000,0.388889,1.000000,1.000000
1,q1_bssah.c,q1_dsob.c,0.570175,0.175439,1.000000,0.333333,1.000000,1.000000
1,q1_dsob.c,q1_mahf.c,0.570175,0.175439,1.000000,0.333333,1.000000,1.000000
1,q1_barlf.c,q1_meso.c,0.570073,0.175182,1.000000,0.333333,1.000000,1.000000
1,q1_bssah.c,q1_fal.c,0.569782,0.181034,1.000000,0.315789,1.000000,1.000000
1,q1_dfm.c,q1_lrvo.c,0.569649,0.196850,1.000000,0.272727,1.000000,1.000000
1,q1_maolf.c,q1_mmrm.c,0.568848,0.098592,1.000000,0.529412,1.000000,1.000000
1,q1_afo.c,q1_igds.c,0.568797,0.178571,1.000000,0.315789,1.000000,1.000000
1,q1_bssah.c,q1_igds.c,0.568468,0.171171,1.000000,0.333333,1.000000,1.000000
1,q1_igds.c,q1_mahf.c,0.568468,0.171171,1.000000,0.333333,1.000000,1.000000
1,q1_argmq.c,q1_chccp.c,0.568428,0.193798,1.000000,0.272727,1.000000,1.000000
1,q1_igds.c,q1_mfpc.c,0.568165,0.176991,1.000000,0.315789,1.000000,1.000000
1,q1_argmq.c,q1_smbsa.c,0.567692,0.169231,1.000000,0.333333,1.000000,1.000000
1,q1_amfgs.c,q1_igds.c,0.566334,0.172414,1.000000,0.315789,1.000000,1.000000
1,q1_chccp.c,q1_igds.c,0.566334,0.172414,1.000000,0.315789,1.000000,1.000000
1,q1_dlc.c,q1_igds.c,0.566334,0.172414,1.000000,0.315789,1.000000,1.000000
1,q1_fem.c,q1_igds.c,0.566334,0.172414,1.000000,0.315789,1.000000,1.000000
1,q1_gtc.c,q1_igds.c,0.566334,0.172414,1.000000,0.315789,1.000000,1.000000
1,q1_igds.c,q1_jcvg.c,0.566334,0.172414,1.000000,0.315789,1.000000,1.000000
1,q1_igds.c,q1_lrvo.c,0.566334,0.172414,1.000000,0.315789,1.000000,1.000000
1,q1_abscl.c,q1_mmrm.c,0.566283,0.132812,1.000000,0.421053,1.000000,1.000000
1,q1_igds.c,q1_vgjda2.c,0.565744,0.170940,1.000000,0.315789,1.000000,1.000000
1,q1_fal.c,q1_jppp.c,0.565165,0.169492,1.000000,0.315789,1.000000,1.000000
1,q1_barlf.c,q1_rvm2.c,0.564983,0.185185,1.000000,0.272727,1.000000,1.000000
1,q1_dfm.c,q1_rvm2.c,0.564983,0.185185,1.000000,0.272727,1.000000,1.000000
1,q1_bgnp.c,q1_rvm2.c,0.564697,0.174242,1.000000,0.300000,1.000000,1.000000
1,q1_dsob.c,q1_mmrm.c,0.564595,0.168067,1.000000,0.315789,1.000000,1.000000
1,q1_igds.c,q1_jppp.c,0.563717,0.159292,1.000000,0.333333,1.000000,1.000000
1,q1_dlc.c,q1_dsob.c,0.563618,0.138211,1.000000,0.388889,1.000000,1.000000
1,q1_igds.c,q1_smbsa.c,0.563455,0.165217,1.000000,0.315789,1.000000,1.000000
1,q1_barlf.c,q1_fal.c,0.562784,0.179688,1.000000,0.272727,1.000000,1.000000
1,q1_dsob.c,q1_lbas2.c,0.562069,0.155172,1.000000,0.333333,1.000000,1.000000
1,q1_lbas2.c,q1_maolf.c,0.561464,0.102190,1.000000,0.470588,1.000000,1.000000
1,q1_mahf.c,q1_maolf.c,0.561464,0.102190,1.000000,0.470588,1.000000,1.000000
1,q1_abscl.c,q1_jppp.c,0.560761,0.110236,1.000000,0.444444,1.000000,1.000000
1,q1_bgnp.c,q1_meso.c,0.560738,0.138686,1.000000,0.368421,1.000000,1.000000
1,q1_acmm.c,q1_fcs.c,0.560587,0.274194,1.000000,0.272727,1.000000,0.600000
1,q1_fal.c,q1_mmrm.c,0.560574,0.163934,1.000000,0.300000,1.000000,1.000000
1,q1_igds.c,q1_lbas2.c,0.560177,0.150442,1.000000,0.333333,1.000000,1.000000
1,q1_argmq.c,q1_lrvo.c,0.559701,0.149254,1.000000,0.333333,1.000000,1.000000
1,q1_fal.c,q1_rvm2.c,0.559615,0.161538,1.000000,0.300000,1.000000,1.000000
1,q1_argmq.c,q1_wmsn.c,0.559259,0.148148,1.000000,0.333333,1.000000,1.000000
1,q1_igds.c,q1_mmrm.c,0.558907,0.153846,1.000000,0.315789,1.000000,1.000000
1,q1_fcs.c,q1_igds.c,0.558385,0.152542,1.000000,0.315789,1.000000,1.000000
1,q1_argmq.c,q1_fcs.c,0.557576,0.166667,1.000000,0.272727,1.000000,1.000000
1,q1_dfm.c,q1_meso.c,0.557576,0.166667,1.000000,0.272727,1.000000,1.000000
1,q1_dsob.c,q1_maolf.c,0.557519,0.150376,1.000000,0.315789,1.000000,1.000000
1,q1_jppp.c,q1_rvm2.c,0.556743,0.148438,1.000000,0.315789,1.000000,1.000000
1,q1_abscl.c,q1_jcvg.c,0.555582,0.106061,1.000000,0.421053,1.000000,1.000000
1,q1_abscl.c,q1_vgjda2.c,0.555263,0.105263,1.000000,0.421053,1.000000,1.000000
1,q1_dsob.c,q1_igds.c,0.555172,0.137931,1.000000,0.333333,1.000000,1.000000
1,q1_bgnp.c,q1_dsob.c,0.554968,0.144000,1.000000,0.315789,1.000000,1.000000
1,q1_afo.c,q1_dsob.c,0.554511,0.142857,1.000000,0.315789,1.000000,1.000000
1,q1_barlf.c,q1_dsob.c,0.554408,0.129771,1.000000,0.350000,1.000000,1.000000
1,q1_abscl.c,q1_bssah.c,0.554167,0.093750,1.000000,0.444444,1.000000,1.000000
1,q1_dsob.c,q1_mfpc.c,0.554035,0.141667,1.000000,0.315789,1.000000,1.000000
1,q1_barlf.c,q1_igds.c,0.553657,0.152000,1.000000,0.285714,1.000000,1.000000
1,q1_amfgs.c,q1_dsob.c,0.552653,0.138211,1.000000,0.315789,1.000000,1.000000
1,q1_chccp.c,q1_dsob.c,0.552653,0.138211,1.000000,0.315789,1.000000,1.000000
1,q1_dsob.c,q1_fem.c,0.552653,0.138211,1.000000,0.315789,1.000000,1.000000
1,q1_dsob.c,q1_gtc.c,0.552653,0.138211,1.000000,0.315789,1.000000,1.000000
1,q1_dsob.c,q1_jcvg.c,0.552653,0.138211,1.000000,0.315789,1.000000,1.000000
1,q1_dsob.c,q1_vgjda2.c,0.552207,0.137097,1.000000,0.315789,1.000000,1.000000
1,q1_dfm.c,q1_fal.c,0.551978,0.152672,1.000000,0.272727,1.000000,1.000000
1,q1_acmm.c,q1_wmsn.c,0.551696,0.251969,1.000000,0.272727,1.000000,0.600000
1,q1_igds.c,q1_meso.c,0.550493,0.132812,1.000000,0.315789,1.000000,1.000000
1,q1_igds.c,q1_lgof.c,0.550261,0.132231,1.000000,0.315789,1.000000,1.000000
1,q1_dfm.c,q1_maolf.c,0.550000,0.100000,1.000000,0.400000,1.000000,1.000000
1,q1_bgnp.c,q1_igds.c,0.549401,0.130081,1.000000,0.315789,1.000000,1.000000
1,q1_argmq.c,q1_maolf.c,0.549258,0.070513,1.000000,0.473684,1.000000,1.000000
1,q1_abscl.c,q1_bgnp.c,0.547819,0.137405,1.000000,0.285714,1.000000,1.000000
1,q1_argmq.c,q1_dsob.c,0.547403,0.136364,1.000000,0.285714,1.000000,1.000000
1,q1_igds.c,q1_rvm2.c,0.547368,0.125000,1.000000,0.315789,1.000000,1.000000
1,q1_dsob.c,q1_smbsa.c,0.546149,0.121951,1.000000,0.315789,1.000000,1.000000
1,q1_abscl.c,q1_fcs.c,0.545570,0.131783,1.000000,0.285714,1.000000,1.000000
1,q1_dsob.c,q1_fcs.c,0.545368,0.120000,1.000000,0.315789,1.000000,1.000000
1,q1_abscl.c,q1_wmsn.c,0.545165,0.130769,1.000000,0.285714,1.000000,1.000000
1,q1_acmm.c,q1_amfgs.c,0.544659,0.234375,1.000000,0.272727,1.000000,0.600000
1,q1_acmm.c,q1_chccp.c,0.544659,0.234375,1.000000,0.272727,1.000000,0.600000
1,q1_acmm.c,q1_dlc.c,0.544659,0.234375,1.000000,0.272727,1.000000,0.600000
1,q1_acmm.c,q1_gtc.c,0.544659,0.234375,1.000000,0.272727,1.000000,0.600000
1,q1_acmm.c,q1_jcvg.c,0.544659,0.234375,1.000000,0.272727,1.000000,0.600000
1,q1_argmq.c,q1_fal.c,0.544242,0.133333,1.000000,0.272727,1.000000,1.000000
1,q1_abscl.c,q1_lbas2.c,0.543000,0.120000,1.000000,0.300000,1.000000,1.000000
1,q1_barlf.c,q1_maolf.c,0.542953,0.107383,1.000000,0.333333,1.000000,1.000000
1,q1_igds.c,q1_wmsn.c,0.542897,0.113821,1.000000,0.315789,1.000000,1.000000
1,q1_dfm.c,q1_igds.c,0.542857,0.125000,1.000000,0.285714,1.000000,1.000000
1,q1_abscl.c,q1_dfm.c,0.542072,0.132353,1.000000,0.260870,1.000000,1.000000
1,q1_acmm.c,q1_fem.c,0.540832,0.224806,1.000000,0.272727,1.000000,0.600000
1,q1_argmq.c,q1_meso.c,0.540541,0.101351,1.000000,0.333333,1.000000,1.000000
1,q1_acmm.c,q1_afo.c,0.539798,0.222222,1.000000,0.272727,1.000000,0.600000
1,q1_abscl.c,q1_smbsa.c,0.539369,0.116279,1.000000,0.285714,1.000000,1.000000
1,q1_acmm.c,q1_mfpc.c,0.539098,0.220472,1.000000,0.272727,1.000000,0.600000
1,q1_igds.c,q1_maolf.c,0.538850,0.103704,1.000000,0.315789,1.000000,1.000000
1,q1_acmm.c,q1_smbsa.c,0.538409,0.218750,1.000000,0.272727,1.000000,0.600000
1,q1_bssah.c,q1_maolf.c,0.538244,0.102190,1.000000,0.315789,1.000000,1.000000
1,q1_dsob.c,q1_lgof.c,0.537993,0.101562,1.000000,0.315789,1.000000,1.000000
1,q1_dfm.c,q1_dsob.c,0.537970,0.112782,1.000000,0.285714,1.000000,1.000000
1,q1_jppp.c,q1_maolf.c,0.537948,0.101449,1.000000,0.315789,1.000000,1.000000
1,q1_abscl.c,q1_barlf.c,0.535507,0.115942,1.000000,0.260870,1.000000,1.000000
1,q1_abscl.c,q1_amfgs.c,0.535281,0.106061,1.000000,0.285714,1.000000,1.000000
1,q1_abscl.c,q1_chccp.c,0.535281,0.106061,1.000000,0.285714,1.000000,1.000000
1,q1_abscl.c,q1_dlc.c,0.535281,0.106061,1.000000,0.285714,1.000000,1.000000
1,q1_abscl.c,q1_gtc.c,0.535281,0.106061,1.000000,0.285714,1.000000,1.000000
1,q1_argmq.c,q1_igds.c,0.535281,0.106061,1.000000,0.285714,1.000000,1.000000
1,q1_abscl.c,q1_mfpc.c,0.532857,0.100000,1.000000,0.285714,1.000000,1.000000
1,q1_acmm.c,q1_lgof.c,0.532727,0.204545,1.000000,0.272727,1.000000,0.600000
1,q1_abscl.c,q1_mahf.c,0.532500,0.093750,1.000000,0.300000,1.000000,1.000000
1,q1_dsob.c,q1_meso.c,0.532405,0.087591,1.000000,0.315789,1.000000,1.000000
1,q1_abscl.c,q1_rvm2.c,0.532206,0.047619,1.000000,0.421053,1.000000,1.000000
1,q1_abscl.c,q1_fem.c,0.531955,0.097744,1.000000,0.285714,1.000000,1.000000
1,q1_abscl.c,q1_lgof.c,0.531663,0.097015,1.000000,0.285714,1.000000,1.000000
1,q1_dsob.c,q1_wmsn.c,0.531215,0.084615,1.000000,0.315789,1.000000,1.000000
1,q1_abscl.c,q1_afo.c,0.529780,0.092308,1.000000,0.285714,1.000000,1.000000
1,q1_dsob.c,q1_rvm2.c,0.529485,0.080292,1.000000,0.315789,1.000000,1.000000
1,q1_acmm.c,q1_vgjda2.c,0.529105,0.195489,1.000000,0.272727,1.000000,0.600000
1,q1_argmq.c,q1_rvm2.c,0.528747,0.094595,1.000000,0.272727,1.000000,1.000000
1,q1_abscl.c,q1_lrvo.c,0.528678,0.089552,1.000000,0.285714,1.000000,1.000000
1,q1_acmm.c,q1_meso.c,0.528052,0.192857,1.000000,0.272727,1.000000,0.600000
1,q1_abscl.c,q1_fal.c,0.525858,0.058394,1.000000,0.350000,1.000000,1.000000
1,q1_bpol.c,q1_lgof.c,0.524992,0.126582,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_wmsn.c,0.524992,0.126582,1.000000,0.384615,1.000000,0.666667
1,q1_abscl.c,q1_dsob.c,0.522910,0.044118,1.000000,0.368421,1.000000,1.000000
1,q1_acmm.c,q1_lrvo.c,0.522551,0.179104,1.000000,0.272727,1.000000,0.600000
1,q1_abscl.c,q1_igds.c,0.519615,0.061538,1.000000,0.300000,1.000000,1.000000
1,q1_abscl.c,q1_argmq.c,0.519475,0.075862,1.000000,0.260870,1.000000,1.000000
1,q1_acmm.c,q1_rvm2.c,0.518515,0.169014,1.000000,0.272727,1.000000,0.600000
1,q1_bpol.c,q1_igds.c,0.517523,0.095890,1.000000,0.416667,1.000000,0.666667
1,q1_bpol.c,q1_bssah.c,0.516500,0.093333,1.000000,0.416667,1.000000,0.666667
1,q1_bpol.c,q1_lbas2.c,0.516500,0.093333,1.000000,0.416667,1.000000,0.666667
1,q1_bpol.c,q1_mahf.c,0.516500,0.093333,1.000000,0.416667,1.000000,0.666667
1,q1_acmm.c,q1_fal.c,0.516094,0.162963,1.000000,0.272727,1.000000,0.600000
1,q1_bpol.c,q1_jppp.c,0.516009,0.092105,1.000000,0.416667,1.000000,0.666667
1,q1_bpol.c,q1_dsob.c,0.515530,0.090909,1.000000,0.416667,1.000000,0.666667
1,q1_abscl.c,q1_meso.c,0.511776,0.047297,1.000000,0.285714,1.000000,1.000000
1,q1_afo.c,q1_bpol.c,0.510723,0.090909,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_mfpc.c,0.510256,0.089744,1.000000,0.384615,1.000000,0.666667
1,q1_acmm.c,q1_lbas2.c,0.510000,0.142857,1.000000,0.285714,1.000000,0.600000
1,q1_acmm.c,q1_maolf.c,0.509969,0.147651,1.000000,0.272727,1.000000,0.600000
1,q1_bpol.c,q1_smbsa.c,0.509802,0.088608,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_fal.c,0.509359,0.087500,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_mmrm.c,0.509359,0.087500,1.000000,0.384615,1.000000,0.666667
1,q1_amfgs.c,q1_bpol.c,0.508927,0.086420,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_chccp.c,0.508927,0.086420,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_dlc.c,0.508927,0.086420,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_fcs.c,0.508927,0.086420,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_fem.c,0.508927,0.086420,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_gtc.c,0.508927,0.086420,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_jcvg.c,0.508927,0.086420,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_lrvo.c,0.508927,0.086420,1.000000,0.384615,1.000000,0.666667
1,q1_abscl.c,q1_maolf.c,0.508543,0.039216,1.000000,0.285714,1.000000,1.000000
1,q1_bpol.c,q1_vgjda2.c,0.508505,0.085366,1.000000,0.384615,1.000000,0.666667
1,q1_bgnp.c,q1_bpol.c,0.507692,0.083333,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_rvm2.c,0.505820,0.078652,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_meso.c,0.505470,0.077778,1.000000,0.384615,1.000000,0.666667
1,q1_bpol.c,q1_maolf.c,0.504146,0.074468,1.000000,0.384615,1.000000,0.666667
1,q1_acmm.c,q1_bgnp.c,0.501259,0.125874,1.000000,0.272727,1.000000,0.600000
1,q1_acmm.c,q1_bssah.c,0.499916,0.117647,1.000000,0.285714,1.000000,0.600000
1,q1_acmm.c,q1_mahf.c,0.499916,0.117647,1.000000,0.285714,1.000000,0.600000
1,q1_acmm.c,q1_jppp.c,0.499572,0.116788,1.000000,0.285714,1.000000,0.600000
1,q1_acmm.c,q1_mmrm.c,0.499481,0.121429,1.000000,0.272727,1.000000,0.600000
1,q1_acmm.c,q1_barlf.c,0.499201,0.129252,1.000000,0.250000,1.000000,0.600000
1,q1_acmm.c,q1_dfm.c,0.499201,0.129252,1.000000,0.250000,1.000000,0.600000
1,q1_barlf.c,q1_bpol.c,0.498127,0.078652,1.000000,0.333333,1.000000,0.666667
1,q1_bpol.c,q1_dfm.c,0.498127,0.078652,1.000000,0.333333,1.000000,0.666667
1,q1_argmq.c,q1_bpol.c,0.497436,0.076923,1.000000,0.333333,1.000000,0.666667
1,q1_acmm.c,q1_igds.c,0.497302,0.111111,1.000000,0.285714,1.000000,0.600000
1,q1_acmm.c,q1_argmq.c,0.489605,0.105263,1.000000,0.250000,1.000000,0.600000
1,q1_abscl.c,q1_bpol.c,0.488843,0.046512,1.000000,0.357143,1.000000,0.666667
1,q1_acmm.c,q1_dsob.c,0.486660,0.084507,1.000000,0.285714,1.000000,0.600000
1,q1_abscl.c,q1_acmm.c,0.481563,0.081081,1.000000,0.260870,1.000000,0.600000
1,q1_acmm.c,q1_bpol.c,0.469474,0.073684,1.000000,0.333333,1.000000,0.400000
1,q1_dgsx.c,q1_fal.c,0.332001,0.206897,0.454545,0.388889,0.000000,1.000000
1,q1_dgsx.c,q1_dsob.c,0.325088,0.181034,0.454545,0.411765,0.000000,1.000000
1,q1_dgsx.c,q1_igds.c,0.320188,0.198198,0.454545,0.333333,0.000000,1.000000
1,q1_dgsx.c,q1_lrvo.c,0.319242,0.175000,0.454545,0.388889,0.000000,1.000000
1,q1_meso.c,q1_mtd.c,0.313280,0.151515,0.454545,0.411765,0.000000,1.000000
1,q1_dgsx.c,q1_mmrm.c,0.312052,0.157025,0.454545,0.388889,0.000000,1.000000
1,q1_afo.c,q1_mgfm.c,0.310793,0.145299,0.454545,0.411765,0.000000,1.000000
1,q1_afo.c,q1_dgsx.c,0.309747,0.151261,0.454545,0.388889,0.000000,1.000000
1,q1_mgfm.c,q1_mmrm.c,0.309340,0.141667,0.454545,0.411765,0.000000,1.000000
1,q1_barlf.c,q1_dgsx.c,0.309029,0.137405,0.454545,0.421053,0.000000,1.000000
1,q1_amfgs.c,q1_mgfm.c,0.308872,0.140496,0.454545,0.411765,0.000000,1.000000
1,q1_dlc.c,q1_mgfm.c,0.308872,0.140496,0.454545,0.411765,0.000000,1.000000
1,q1_fem.c,q1_mgfm.c,0.308872,0.140496,0.454545,0.411765,0.000000,1.000000
1,q1_jcvg.c,q1_mgfm.c,0.308872,0.140496,0.454545,0.411765,0.000000,1.000000
1,q1_lrvo.c,q1_mgfm.c,0.308872,0.140496,0.454545,0.411765,0.000000,1.000000
1,q1_mgfm.c,q1_vgjda2.c,0.308412,0.139344,0.454545,0.411765,0.000000,1.000000
1,q1_barlf.c,q1_mtd.c,0.308002,0.094203,0.454545,0.529412,0.000000,1.000000
1,q1_amfgs.c,q1_dgsx.c,0.307779,0.146341,0.454545,0.388889,0.000000,1.000000
1,q1_dgsx.c,q1_dlc.c,0.307779,0.146341,0.454545,0.388889,0.000000,1.000000
1,q1_dgsx.c,q1_fem.c,0.307779,0.146341,0.454545,0.388889,0.000000,1.000000
1,q1_dgsx.c,q1_jcvg.c,0.307779,0.146341,0.454545,0.388889,0.000000,1.000000
1,q1_dgsx.c,q1_vgjda2.c,0.307307,0.145161,0.454545,0.388889,0.000000,1.000000
1,q1_bssah.c,q1_dgsx.c,0.306426,0.163793,0.454545,0.333333,0.000000,1.000000
1,q1_dgsx.c,q1_mahf.c,0.306426,0.163793,0.454545,0.333333,0.000000,1.000000
1,q1_igds.c,q1_mgfm.c,0.304027,0.150442,0.454545,0.352941,0.000000,1.000000
1,q1_bssah.c,q1_mgfm.c,0.302981,0.147826,0.454545,0.352941,0.000000,1.000000
1,q1_mahf.c,q1_mgfm.c,0.302981,0.147826,0.454545,0.352941,0.000000,1.000000
1,q1_bgnp.c,q1_dgsx.c,0.302786,0.133858,0.454545,0.388889,0.000000,1.000000
1,q1_mgfm.c,q1_smbsa.c,0.302261,0.123967,0.454545,0.411765,0.000000,1.000000
1,q1_dgsx.c,q1_jppp.c,0.301926,0.152542,0.454545,0.333333,0.000000,1.000000
1,q1_maolf.c,q1_mtd.c,0.301595,0.122302,0.454545,0.411765,0.000000,1.000000
1,q1_argmq.c,q1_mgfm.c,0.301557,0.138462,0.454545,0.368421,0.000000,1.000000
1,q1_dgsx.c,q1_smbsa.c,0.301275,0.130081,0.454545,0.388889,0.000000,1.000000
1,q1_argmq.c,q1_dgsx.c,0.300985,0.143939,0.454545,0.350000,0.000000,1.000000
1,q1_bgnp.c,q1_mgfm.c,0.300293,0.119048,0.454545,0.411765,0.000000,1.000000
1,q1_barlf.c,q1_mgfm.c,0.298885,0.131783,0.454545,0.368421,0.000000,1.000000
1,q1_dgsx.c,q1_lbas2.c,0.298536,0.144068,0.454545,0.333333,0.000000,1.000000
1,q1_mfpc.c,q1_mgfm.c,0.298536,0.144068,0.454545,0.333333,0.000000,1.000000
1,q1_mtd.c,q1_rvm2.c,0.298485,0.143939,0.454545,0.333333,0.000000,1.000000
1,q1_dgsx.c,q1_mfpc.c,0.298278,0.150000,0.454545,0.315789,0.000000,1.000000
1,q1_fal.c,q1_mgfm.c,0.297576,0.141667,0.454545,0.333333,0.000000,1.000000
1,q1_chccp.c,q1_mgfm.c,0.297107,0.140496,0.454545,0.333333,0.000000,1.000000
1,q1_gtc.c,q1_mgfm.c,0.297107,0.140496,0.454545,0.333333,0.000000,1.000000
1,q1_chccp.c,q1_dgsx.c,0.296814,0.146341,0.454545,0.315789,0.000000,1.000000
1,q1_dgsx.c,q1_gtc.c,0.296814,0.146341,0.454545,0.315789,0.000000,1.000000
1,q1_fal.c,q1_mtd.c,0.295309,0.136000,0.454545,0.333333,0.000000,1.000000
1,q1_lbas2.c,q1_mgfm.c,0.295132,0.128205,0.454545,0.352941,0.000000,1.000000
1,q1_afo.c,q1_mtd.c,0.293944,0.103175,0.454545,0.411765,0.000000,1.000000
1,q1_mgfm.c,q1_wmsn.c,0.293944,0.103175,0.454545,0.411765,0.000000,1.000000
1,q1_igds.c,q1_mtd.c,0.293850,0.125000,0.454545,0.352941,0.000000,1.000000
1,q1_dgsx.c,q1_meso.c,0.293687,0.111111,0.454545,0.388889,0.000000,1.000000
1,q1_mtd.c,q1_smbsa.c,0.293299,0.101562,0.454545,0.411765,0.000000,1.000000
